,LotFrontage,LotArea,Utilities,MasVnrType,MasVnrArea,HouseStyle,Heating,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,Electrical,1stFlrSF,2ndFlrSF,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
874,52.0,5720,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,676,455,0,Detchd,Unf,1,200,TA,TA,26,0,0,0,0,WD,Abnorml,66500
875,75.0,9000,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,GLQ,64,Unf,0,SBrkr,1184,1426,1,BuiltIn,Fin,2,550,TA,TA,208,364,0,0,0,New,Partial,303477
876,94.0,25286,AllPub,None,0.0,1Story,GasA,TA,TA,Gd,ALQ,633,Unf,0,SBrkr,1040,0,0,Attchd,Unf,2,648,TA,TA,0,0,0,0,0,WD,Normal,132250
877,74.0,8834,AllPub,Stone,216.0,2Story,GasA,Ex,TA,No,GLQ,1170,Unf,0,SBrkr,1462,762,1,Attchd,Fin,3,738,TA,TA,184,0,0,0,0,WD,Normal,350000
878,88.0,11782,AllPub,None,0.0,SFoyer,GasA,TA,TA,Av,ALQ,899,Unf,0,SBrkr,1155,0,0,Detchd,Unf,2,576,TA,TA,192,0,0,0,0,WD,Normal,148000
879,,7000,AllPub,BrkFace,90.0,1Story,GasA,TA,TA,No,ALQ,646,Unf,0,SBrkr,864,0,0,Attchd,Unf,1,336,TA,TA,0,0,0,0,0,WD,Normal,136500
880,60.0,7024,AllPub,None,0.0,1Story,GasA,Ex,Gd,No,ALQ,980,Unf,0,SBrkr,1090,0,0,Attchd,Fin,2,450,TA,TA,0,49,0,0,0,WD,Normal,157000
881,44.0,13758,AllPub,BrkFace,117.0,1.5Fin,GasA,Gd,TA,Mn,LwQ,902,Unf,0,SBrkr,1187,530,1,Attchd,RFn,2,400,TA,TA,168,36,0,0,0,WD,Normal,187500
882,,9636,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,808,785,1,BuiltIn,RFn,2,389,TA,TA,342,40,0,0,0,WD,Normal,178000
883,60.0,6204,AllPub,None,0.0,2.5Fin,GasA,TA,Fa,No,Unf,0,Unf,0,SBrkr,954,795,0,Detchd,Unf,1,440,TA,Gd,0,188,0,0,0,WD,Normal,118500
884,65.0,7150,AllPub,BrkFace,60.0,1Story,GasA,TA,TA,No,BLQ,432,Unf,0,SBrkr,892,0,0,Attchd,RFn,1,288,TA,TA,0,0,0,0,0,WD,Normal,100000
885,50.0,5119,AllPub,BrkFace,60.0,1Story,GasA,Ex,TA,Av,GLQ,1238,Unf,0,SBrkr,1709,0,1,Attchd,Fin,2,506,TA,TA,97,65,0,0,0,CWD,Abnorml,328900
886,70.0,8393,AllPub,BrkFace,122.0,1Story,GasA,TA,TA,No,LwQ,528,Unf,0,SBrkr,1712,0,0,Attchd,Fin,2,588,TA,TA,272,54,0,0,0,WD,Family,145000
887,59.0,16466,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,872,521,0,Attchd,Unf,1,300,TA,TA,121,0,0,0,265,WD,Normal,135500
888,95.0,15865,AllPub,None,0.0,1Story,GasA,TA,Gd,Gd,ALQ,351,Rec,823,SBrkr,2217,0,1,Attchd,Unf,2,621,TA,TA,81,207,0,0,224,WD,Normal,268000
889,128.0,12160,AllPub,BrkFace,90.0,1Story,GasA,TA,TA,No,BLQ,1024,Unf,0,SBrkr,1505,0,1,Attchd,RFn,2,505,TA,TA,0,0,0,162,0,WD,Normal,149500
890,60.0,8064,AllPub,None,0.0,1.5Fin,GasA,TA,TA,Mn,Unf,0,Unf,0,SBrkr,672,252,1,Detchd,Unf,2,576,TA,TA,0,0,0,0,0,WD,Normal,122900
891,70.0,11184,AllPub,BrkFace,92.0,2Story,GasA,TA,TA,No,LwQ,226,Rec,500,SBrkr,918,765,1,Attchd,RFn,2,440,TA,TA,243,0,0,0,0,WD,Normal,172500
892,70.0,8414,AllPub,None,0.0,1Story,GasA,TA,TA,No,GLQ,663,Unf,0,SBrkr,1068,0,0,Attchd,RFn,1,264,TA,TA,192,0,0,0,0,WD,Normal,154500
893,,13284,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,BLQ,1064,Unf,0,SBrkr,1383,0,1,Attchd,Unf,1,354,TA,TA,511,116,0,0,0,WD,Normal,165000
894,64.0,7018,AllPub,None,0.0,1Story,GasA,,,,,0,,0,SBrkr,1535,0,0,Attchd,Unf,2,400,TA,TA,0,0,0,0,0,WD,Alloca,118858
895,71.0,7056,AllPub,BrkFace,415.0,2Story,GasA,TA,TA,No,BLQ,400,Unf,0,SBrkr,983,813,1,Attchd,RFn,2,483,TA,TA,0,50,0,0,0,WD,Normal,140000
896,50.0,8765,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,285,Unf,0,SBrkr,951,0,0,Detchd,Unf,1,327,TA,TA,0,28,0,0,0,WD,Abnorml,106500
897,64.0,7018,AllPub,None,0.0,2Story,GasA,,,,,0,,0,SBrkr,1120,1120,0,Detchd,Unf,2,528,TA,TA,154,0,0,0,0,WD,Alloca,142953
898,100.0,12919,AllPub,Stone,760.0,1Story,GasA,Ex,TA,Gd,GLQ,2188,Unf,0,SBrkr,2364,0,2,Attchd,Fin,3,820,TA,TA,0,67,0,0,0,New,Partial,611657
899,65.0,6993,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,465,Unf,0,SBrkr,1236,0,1,Attchd,Unf,1,288,TA,TA,0,0,0,0,0,WD,Normal,135000
900,,7340,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,322,Unf,0,SBrkr,858,0,0,Detchd,Unf,1,684,TA,TA,0,0,0,0,0,WD,Normal,110000
901,64.0,8712,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,BLQ,860,Unf,0,SBrkr,1306,0,0,Detchd,Unf,1,756,TA,TA,0,0,0,0,0,WD,Normal,153000
902,63.0,7875,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,807,702,1,Attchd,Fin,2,393,TA,TA,0,75,0,0,0,WD,Normal,180000
903,50.0,14859,AllPub,BrkFace,27.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1670,0,1,Attchd,RFn,3,690,TA,TA,144,60,0,0,0,New,Partial,240000
904,,6173,AllPub,BrkFace,75.0,1Story,GasA,TA,TA,No,GLQ,599,Unf,0,SBrkr,902,0,0,Attchd,Unf,1,288,TA,TA,0,0,0,0,0,WD,Normal,125500
905,80.0,9920,AllPub,Stone,110.0,1Story,GasA,TA,TA,No,Rec,354,LwQ,290,SBrkr,1063,0,0,Attchd,RFn,1,280,TA,TA,0,0,164,0,0,WD,Normal,128000
906,116.0,13501,AllPub,Stone,208.0,1Story,GasA,Gd,TA,No,GLQ,63,Unf,0,SBrkr,1636,0,1,Attchd,RFn,3,865,TA,TA,0,60,0,0,0,WD,Normal,255000
907,86.0,11500,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,No,Rec,223,Unf,0,SBrkr,1020,1037,1,Attchd,Fin,1,180,Fa,TA,0,0,0,0,322,WD,Normal,250000
908,,8885,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,BLQ,301,ALQ,324,SBrkr,902,0,0,Attchd,Unf,2,484,TA,TA,164,0,0,0,0,WD,Normal,131000
909,149.0,12589,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,742,742,1,Attchd,Fin,2,390,TA,TA,36,24,0,0,0,WD,Normal,174000
910,80.0,11600,AllPub,BrkFace,361.0,2Story,GasA,TA,TA,No,Rec,443,Unf,0,FuseA,1105,1169,0,Detchd,Unf,2,480,TA,TA,0,0,0,0,0,WD,Normal,154300
911,,9286,AllPub,None,0.0,1Story,GasA,Gd,Gd,Av,ALQ,196,Unf,0,SBrkr,1268,0,0,Detchd,Unf,1,252,TA,TA,173,0,0,0,0,WD,Normal,143500
912,51.0,6120,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,489,Unf,0,SBrkr,1015,0,0,Detchd,Unf,1,450,TA,TA,0,0,112,0,120,WD,Abnorml,88000
913,82.0,6270,AllPub,None,0.0,2Story,GasA,TA,TA,No,BLQ,284,Unf,0,FuseA,1001,1001,0,2Types,Unf,3,871,TA,TA,0,0,0,0,0,WD,Normal,145000
914,30.0,3000,AllPub,Stone,76.0,2Story,GasA,Gd,TA,Av,GLQ,294,Unf,0,SBrkr,612,612,0,Detchd,RFn,2,528,TA,TA,0,234,0,0,0,New,Partial,173733
915,21.0,2001,AllPub,BrkFace,80.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,546,546,0,Attchd,Unf,1,286,TA,TA,0,0,0,0,0,WD,Normal,75000
916,50.0,9000,AllPub,None,0.0,1Story,GasA,TA,TA,Av,BLQ,50,Unf,0,FuseA,480,0,0,Detchd,Unf,1,308,TA,TA,0,0,0,0,0,WD,Abnorml,35311
917,,17140,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,1059,Unf,0,FuseA,1229,0,0,Attchd,RFn,1,284,TA,TA,0,0,0,0,0,WD,Normal,135000
918,103.0,13125,AllPub,None,0.0,2Story,GasA,Ex,TA,Mn,BLQ,48,GLQ,634,SBrkr,912,1215,1,Attchd,RFn,3,833,TA,TA,72,192,224,0,0,WD,Normal,238000
919,87.0,11029,AllPub,None,0.0,1Story,GasA,Gd,TA,No,ALQ,528,BLQ,411,SBrkr,1414,0,1,Attchd,Unf,2,601,TA,TA,0,51,0,0,190,WD,Normal,176500
920,70.0,8462,AllPub,BrkFace,105.0,2Story,GasA,Gd,Gd,No,GLQ,814,Unf,0,SBrkr,936,785,0,Attchd,RFn,2,471,TA,TA,300,87,0,0,0,WD,Normal,201000
921,67.0,8777,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,ALQ,1084,Unf,0,SBrkr,1272,928,0,,,0,0,,,0,70,0,0,0,WD,Normal,145900
922,65.0,10237,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,28,Unf,0,SBrkr,1316,0,1,Attchd,Fin,2,397,TA,TA,100,0,0,23,0,New,Partial,169990
923,50.0,8012,AllPub,None,0.0,1Story,GasA,Gd,TA,No,LwQ,165,GLQ,841,SBrkr,1617,0,1,Attchd,RFn,2,533,TA,TA,0,69,0,0,0,WD,Normal,193000
924,79.0,10240,AllPub,BrkFace,157.0,1Story,GasA,Gd,TA,No,BLQ,625,LwQ,1061,SBrkr,1686,0,1,Attchd,Unf,2,612,TA,TA,384,131,0,0,0,WD,Normal,207500
925,,15611,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,ALQ,767,LwQ,93,SBrkr,1126,0,0,Attchd,RFn,2,540,TA,TA,180,0,0,0,0,WD,Abnorml,175000
926,93.0,11999,AllPub,BrkFace,340.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1234,1140,1,BuiltIn,Fin,3,656,TA,TA,104,100,0,0,0,WD,Normal,285000
927,,9900,AllPub,BrkFace,342.0,2Story,GasA,TA,TA,No,BLQ,552,Unf,0,SBrkr,1098,880,1,Attchd,RFn,2,486,TA,TA,0,43,0,0,0,WD,Normal,176000
928,,11838,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1788,0,1,Attchd,RFn,2,522,TA,TA,202,151,0,0,0,WD,Normal,236500
929,,13006,AllPub,BrkFace,285.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,993,1243,1,BuiltIn,Fin,2,642,TA,TA,0,0,0,0,0,WD,Normal,222000
930,73.0,8925,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,GLQ,16,Unf,0,SBrkr,1466,0,0,Attchd,Fin,3,610,TA,TA,100,18,0,0,0,WD,Normal,201000
931,70.0,9100,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,338,Rec,466,SBrkr,925,0,0,Detchd,Unf,1,429,TA,TA,0,0,0,0,0,WD,Normal,117500
932,84.0,11670,AllPub,Stone,302.0,1Story,GasA,Ex,Gd,No,Unf,0,Unf,0,SBrkr,1905,0,1,Attchd,Fin,3,788,TA,TA,0,191,0,0,0,WD,Normal,320000
933,63.0,8487,AllPub,BrkFace,210.0,1Story,GasA,Gd,TA,Av,GLQ,20,Unf,0,SBrkr,1500,0,0,Attchd,RFn,2,570,TA,TA,192,36,0,0,0,WD,Normal,190000
934,313.0,27650,AllPub,None,0.0,1Story,GasA,Gd,TA,Gd,GLQ,425,Unf,0,SBrkr,2069,0,1,Attchd,RFn,2,505,TA,TA,0,0,0,0,0,WD,Normal,242000
935,52.0,5825,AllPub,BrkFace,108.0,1Story,GasA,Fa,TA,Mn,Unf,0,Unf,0,SBrkr,747,0,0,Detchd,Unf,2,528,TA,TA,0,0,32,0,0,WD,Normal,79900
936,67.0,10083,AllPub,,,1Story,GasA,Gd,TA,No,GLQ,833,Unf,0,SBrkr,1200,0,0,Attchd,RFn,2,555,TA,TA,0,41,0,0,0,WD,Normal,184900
937,75.0,9675,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,GLQ,341,Unf,0,SBrkr,1113,858,1,Attchd,RFn,2,689,TA,TA,0,48,0,0,0,WD,Normal,253000
938,73.0,8760,AllPub,None,0.0,2Story,GasA,Gd,Gd,Mn,GLQ,464,Unf,0,SBrkr,1391,571,0,Attchd,RFn,3,868,TA,TA,0,90,0,0,0,New,Partial,239799
939,,24090,AllPub,None,0.0,2Story,GasA,TA,TA,Mn,Unf,0,Unf,0,SBrkr,1207,1196,2,Attchd,Unf,1,349,TA,TA,56,0,318,0,0,COD,Normal,244400
940,55.0,12640,AllPub,None,0.0,1Story,GasA,TA,TA,Gd,Rec,936,LwQ,396,SBrkr,1728,0,0,Attchd,Unf,2,574,TA,TA,40,0,0,0,0,WD,Normal,150900
941,,8755,AllPub,BrkFace,298.0,2Story,GasA,Gd,TA,No,ALQ,772,Unf,0,SBrkr,1022,1038,1,BuiltIn,RFn,2,390,TA,TA,0,0,0,168,0,WD,Normal,214000
942,42.0,7711,AllPub,None,0.0,1Story,GasA,Gd,TA,Gd,GLQ,1440,Unf,0,SBrkr,1440,0,0,,,0,0,,,321,0,0,0,0,Oth,Abnorml,150000
943,100.0,25000,AllPub,None,0.0,1Story,GasA,TA,TA,Av,Unf,0,Unf,0,SBrkr,1632,0,0,Attchd,Unf,2,576,TA,TA,0,0,0,0,0,WD,Normal,143000
944,,14375,NoSeWa,BrkFace,541.0,SLvl,GasA,TA,TA,No,GLQ,111,Rec,354,FuseA,1344,0,1,Basment,RFn,2,525,TA,TA,0,118,0,0,233,COD,Abnorml,137500
945,98.0,8820,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,LwQ,1088,Unf,0,SBrkr,1188,561,0,Detchd,Unf,2,456,TA,TA,48,0,244,0,0,WD,Normal,124900
946,70.0,8163,AllPub,BrkFace,128.0,SLvl,GasA,TA,TA,Av,ALQ,748,BLQ,294,SBrkr,1144,0,1,Attchd,RFn,1,796,TA,TA,86,0,0,0,0,WD,Normal,143000
947,85.0,14536,AllPub,BrkFace,236.0,1Story,GasA,Gd,TA,Av,GLQ,1300,Unf,0,SBrkr,1629,0,1,Attchd,Fin,3,808,TA,TA,0,252,0,0,0,WD,Normal,270000
948,65.0,14006,AllPub,BrkFace,144.0,2Story,GasA,Gd,TA,,Unf,0,Unf,0,SBrkr,936,840,1,Attchd,RFn,2,474,TA,TA,144,96,0,0,0,WD,Normal,192500
949,78.0,9360,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,982,Unf,0,SBrkr,1381,0,1,Attchd,RFn,2,676,TA,TA,0,0,0,0,0,WD,Normal,197500
950,60.0,7200,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,398,BLQ,149,SBrkr,864,0,0,Detchd,RFn,2,720,TA,TA,194,0,0,0,0,WD,Normal,129000
951,60.0,7800,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,641,Unf,0,SBrkr,965,0,0,Detchd,Unf,1,300,TA,TA,421,0,0,0,0,WD,Abnorml,119900
952,60.0,7200,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Av,GLQ,660,Unf,0,SBrkr,768,0,0,Detchd,Fin,1,396,TA,TA,192,0,0,0,0,WD,Normal,133900
953,,11075,AllPub,BrkFace,232.0,2Story,GasA,TA,TA,Av,ALQ,562,LwQ,193,SBrkr,1168,800,1,Attchd,RFn,2,530,TA,TA,305,189,0,0,0,WD,Normal,172000
954,35.0,9400,AllPub,BrkFace,250.0,SFoyer,GasA,Gd,Gd,Gd,GLQ,945,Unf,0,SBrkr,980,0,0,,,0,0,,,0,0,0,0,0,WD,AdjLand,127500
955,82.0,7136,AllPub,BrkFace,423.0,2Story,GasA,Gd,TA,No,Rec,484,Unf,0,FuseF,979,979,0,Attchd,Unf,2,492,TA,TA,0,0,0,0,0,WD,Normal,145000
956,24.0,1300,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,285,Unf,0,SBrkr,561,668,1,Attchd,Fin,2,462,TA,TA,150,0,0,0,0,WD,Normal,124000
957,70.0,7420,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,417,Unf,0,SBrkr,1057,0,0,Detchd,Fin,2,576,TA,TA,0,0,0,0,0,WD,Normal,132000
958,65.0,8450,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,GLQ,699,Unf,0,SBrkr,1337,0,0,Attchd,RFn,2,531,TA,TA,0,39,0,0,0,WD,Normal,185000
959,24.0,2572,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,604,Unf,0,SBrkr,696,720,0,Detchd,Unf,2,484,TA,TA,0,44,0,0,0,WD,Normal,155000
960,50.0,7207,AllPub,None,0.0,1Story,GasA,TA,TA,Gd,BLQ,696,Unf,0,SBrkr,858,0,0,,,0,0,,,117,0,0,0,0,WD,Normal,116500
961,,12227,AllPub,BrkFace,424.0,2Story,GasA,Gd,Gd,No,ALQ,896,Unf,0,SBrkr,1542,1330,1,Attchd,Fin,2,619,TA,TA,550,282,0,0,0,WD,Normal,272000
962,24.0,2308,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,556,Unf,0,SBrkr,804,744,1,Detchd,Unf,2,440,TA,TA,48,0,0,0,0,WD,Normal,155000
963,122.0,11923,AllPub,None,0.0,1Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,1800,0,0,Attchd,Fin,2,702,TA,TA,288,136,0,0,0,WD,Normal,239000
964,80.0,11316,AllPub,BrkFace,44.0,2Story,GasA,Gd,TA,No,GLQ,624,Unf,0,SBrkr,824,1070,1,BuiltIn,Fin,2,510,TA,TA,0,40,0,0,0,WD,Normal,214900
965,65.0,10237,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,783,701,1,Attchd,Fin,2,393,TA,TA,0,72,0,0,0,New,Partial,178900
966,130.0,9600,AllPub,None,0.0,1.5Fin,GasA,TA,Fa,No,Rec,428,Unf,0,SBrkr,976,332,2,Detchd,Unf,1,256,TA,TA,0,70,0,0,0,WD,Normal,160000
967,,7390,AllPub,BrkFace,151.0,1Story,GasA,TA,TA,No,ALQ,902,Unf,0,SBrkr,1098,0,0,Attchd,Unf,1,260,TA,TA,0,0,0,0,0,WD,Normal,135000
968,50.0,5925,AllPub,None,0.0,1.5Fin,Grav,TA,TA,No,Unf,0,Unf,0,SBrkr,600,368,0,,,0,0,,,0,0,0,0,0,WD,Abnorml,37900
969,75.0,10382,AllPub,BrkFace,105.0,SLvl,GasA,TA,TA,Gd,ALQ,513,Unf,0,SBrkr,1095,0,0,Attchd,RFn,1,264,TA,TA,0,0,0,0,0,ConLD,Normal,140000
970,60.0,10800,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,720,472,0,,,0,0,,,0,0,0,0,0,WD,Abnorml,135000
971,36.0,2268,AllPub,Stone,106.0,2Story,GasA,Gd,TA,No,GLQ,567,Unf,0,SBrkr,764,862,0,BuiltIn,RFn,2,474,TA,TA,0,27,0,0,0,WD,Normal,173000
972,55.0,7892,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,918,0,1,Attchd,Unf,1,264,TA,TA,28,0,0,0,0,WD,Normal,99500
973,95.0,11639,AllPub,,,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1428,0,0,Attchd,Fin,2,480,TA,TA,0,120,0,0,0,New,Partial,182000
974,60.0,11414,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1136,883,0,Detchd,Unf,2,532,TA,TA,509,135,0,0,0,WD,Normal,167500
975,,2651,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,641,Unf,0,SBrkr,673,709,0,Detchd,Unf,2,490,TA,TA,153,50,0,0,0,WD,Normal,165000
976,51.0,5900,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,FuseA,869,0,0,,,0,0,,,0,0,0,0,0,WD,Normal,85500
977,35.0,4274,AllPub,,,1Story,GasA,Gd,TA,No,GLQ,1106,Unf,0,SBrkr,1241,0,0,Attchd,Fin,2,569,TA,TA,0,116,0,0,0,New,Partial,199900
978,68.0,9450,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,552,Unf,0,SBrkr,894,0,0,Detchd,Unf,2,400,TA,TA,0,0,0,0,0,WD,Abnorml,110000
979,80.0,8816,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,651,Unf,0,SBrkr,1121,0,0,Detchd,Unf,2,480,TA,TA,0,80,0,0,0,WD,Normal,139000
980,,12122,AllPub,Stone,210.0,SFoyer,GasA,TA,TA,Av,ALQ,867,Unf,0,SBrkr,999,0,0,Attchd,RFn,2,588,TA,TA,144,76,0,0,0,WD,Normal,178400
981,98.0,12203,AllPub,BrkFace,975.0,2Story,GasA,Gd,TA,No,GLQ,854,Unf,0,SBrkr,1276,1336,1,Attchd,Fin,3,676,TA,TA,250,0,0,0,0,WD,Normal,336000
982,43.0,3182,AllPub,BrkFace,16.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1266,0,1,Attchd,Fin,2,388,TA,TA,100,16,0,0,0,WD,Normal,159895
983,,11250,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,Unf,0,Unf,0,SBrkr,1149,1141,1,Attchd,Unf,2,779,TA,TA,0,0,0,0,0,WD,Normal,255900
984,75.0,10125,AllPub,None,0.0,1.5Fin,GasA,,,,,0,,0,SBrkr,1302,432,0,Attchd,Unf,2,539,TA,TA,0,0,0,0,0,COD,Normal,126000
985,68.0,10880,AllPub,None,0.0,1Story,GasW,TA,TA,No,ALQ,1040,Unf,0,SBrkr,1164,0,0,Detchd,Unf,1,240,TA,TA,0,48,0,0,0,ConLD,Normal,125000
986,59.0,5310,AllPub,None,0.0,1.5Fin,GasA,TA,Fa,No,Unf,0,Unf,0,SBrkr,1001,634,0,Attchd,Unf,1,255,Fa,TA,394,0,0,0,0,WD,Normal,117000
987,83.0,10159,AllPub,Stone,450.0,1Story,GasA,Ex,TA,Av,GLQ,1646,Unf,0,SBrkr,1940,0,1,Attchd,Fin,3,606,TA,TA,168,95,0,0,0,New,Partial,395192
988,,12046,AllPub,BrkFace,298.0,2Story,GasA,TA,TA,No,LwQ,156,Unf,0,SBrkr,1118,912,1,Attchd,Fin,2,551,TA,TA,0,224,0,0,0,WD,Normal,195000
989,65.0,8125,AllPub,None,0.0,2Story,GasA,Gd,Gd,No,Unf,0,Unf,0,SBrkr,778,798,0,Attchd,RFn,2,614,TA,TA,0,50,0,0,0,New,Partial,197000
990,82.0,9452,AllPub,BrkFace,423.0,2Story,GasA,Gd,TA,No,GLQ,1074,Unf,0,SBrkr,1407,985,1,Attchd,Fin,3,870,TA,TA,0,70,0,0,0,WD,Normal,348000
991,121.0,17671,AllPub,None,0.0,2Story,GasA,TA,TA,No,BLQ,216,Unf,0,SBrkr,916,826,1,Attchd,Unf,2,424,TA,TA,0,169,0,0,0,WD,Normal,168000
992,80.0,9760,AllPub,BrkFace,340.0,2Story,GasA,TA,TA,Gd,BLQ,536,Rec,117,SBrkr,1020,831,1,Attchd,RFn,2,440,TA,TA,239,42,0,0,0,WD,Normal,187000
993,68.0,8846,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,750,750,0,Attchd,RFn,2,564,TA,TA,0,35,0,0,0,New,Partial,173900
994,96.0,12456,AllPub,Stone,230.0,1Story,GasA,Ex,TA,Gd,GLQ,1172,Unf,0,SBrkr,1718,0,1,Attchd,Fin,3,786,TA,TA,216,48,0,0,0,WD,Normal,337500
995,51.0,4712,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,ALQ,384,Unf,0,SBrkr,774,456,0,Detchd,Unf,1,305,TA,TA,0,57,0,0,63,WD,Abnorml,121600
996,,10659,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,915,Unf,0,SBrkr,1050,0,0,Attchd,Unf,1,368,TA,TA,0,319,0,0,0,COD,Normal,136500
997,,11717,AllPub,BrkFace,571.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1442,0,1,Attchd,RFn,2,615,TA,TA,371,0,0,0,0,WD,Normal,185000
998,60.0,9786,AllPub,None,0.0,1Story,GasA,TA,Fa,No,Unf,0,Unf,0,SBrkr,1077,0,1,Detchd,Unf,1,210,TA,Fa,0,100,48,0,0,WD,Normal,91000
999,64.0,6762,AllPub,Stone,24.0,1Story,GasA,Gd,TA,Av,GLQ,686,Unf,0,SBrkr,1208,0,0,Attchd,RFn,2,632,TA,TA,105,61,0,0,0,WD,Normal,206000
1000,74.0,10206,AllPub,None,0.0,1Story,GasW,,,,,0,,0,FuseF,944,0,0,Detchd,Unf,2,528,TA,Fa,0,0,0,0,0,WD,Normal,82000
1001,60.0,5400,AllPub,None,0.0,1Story,GasA,Fa,TA,No,Unf,0,Unf,0,FuseA,691,0,0,Detchd,Unf,1,216,Fa,TA,0,20,94,0,0,WD,Abnorml,86000
1002,75.0,11957,AllPub,BrkFace,53.0,1Story,GasA,Gd,TA,No,GLQ,24,Unf,0,SBrkr,1574,0,1,Attchd,RFn,3,824,TA,TA,144,104,0,0,0,WD,Normal,232000
1003,,11500,AllPub,BrkFace,164.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1680,0,0,Detchd,Unf,2,528,TA,TA,0,0,0,0,0,WD,Normal,136905
1004,43.0,3182,AllPub,BrkFace,16.0,1Story,GasA,Gd,TA,No,GLQ,16,Unf,0,SBrkr,1504,0,1,Attchd,Fin,2,457,TA,TA,156,0,0,0,0,WD,Normal,181000
1005,65.0,8385,AllPub,BrkFace,220.0,SLvl,GasA,Gd,Gd,Av,GLQ,595,Unf,0,SBrkr,985,0,0,Attchd,Unf,1,328,TA,TA,210,0,0,0,0,WD,Normal,149900
1006,,12155,AllPub,None,0.0,1Story,GasA,Gd,TA,No,LwQ,1237,Unf,0,SBrkr,1657,0,1,Attchd,Unf,2,484,TA,TA,0,0,0,0,147,WD,Normal,163500
1007,21.0,2217,AllPub,None,0.0,2Story,GasA,TA,TA,No,BLQ,273,LwQ,273,SBrkr,546,546,0,Attchd,RFn,1,286,TA,TA,238,0,0,0,0,WD,Normal,88000
